Month,Ticker,Open,Close,Profit,qty,Gewinn
11-10,ACN,40.99479450255573,47.554508209228516,16.00133330651002,56.0,367.34396757367614
11-10,JBL,15.403363068882186,17.831819534301758,15.765754884564984,151.0,366.69692627835536
11-10,XOM,43.11848771484701,46.73314666748047,8.383083786560597,54.0,195.19158344220696
11-10,VZ,19.13724326587996,19.53585433959961,2.082907491855625,122.0,48.63055099379727
11-10,GME,3.8714753802968476,4.30407190322876,11.173944825622076,603.0,260.85570332794305
11-10,M,16.306294519814454,19.066688537597656,16.92839543912894,143.0,394.7363445429979
11-10,CAG,12.446028386158368,13.262200355529785,6.557690084325285,187.0,152.62415827245508
11-10,PG,43.628366779219725,44.19124221801758,1.2901593168643475,53.0,29.83239825628622
11-10,T,8.211229485105338,8.575784683227539,4.439715133811339,284.0,103.53367626670497
11-10,TWX,24.961944401747143,29.25045394897461,17.180190285686656,93.0,398.8313878921544
