Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
20-09,BAC,25.58,24.09,25.31,-6.2503,2.9223,-6.434,8.0,8.9999,8.8363
20-09,CNP,19.85,19.35,19.18,-3.3975,1.0611,-27.519,12.0,14.0,13.4364
20-09,CTVA,28.58,28.81,26.87,1.2724,3.5162,-2.6262,8.0002,15.0002,6.7771
20-09,DTE,100.47,97.91,93.55,-2.8954,1.6941,-8.473,10.0002,13.0001,10.7568
20-09,IT,129.36,124.95,122.21,-3.4365,1.4984,-2.8802,12.0001,16.9999,7.9225
20-09,MAA,116.5,115.95,117.93,-0.7734,1.489,-7.5466,-0.0,12.9999,1.6825
20-09,MSI,154.28,156.81,148.82,1.6176,1.2177,-14.4602,16.0,23.0,14.9673
20-09,PAYX,76.24,79.77,72.91,4.5263,3.1795,-6.4015,10.0001,13.0,6.8142
20-09,STX,48.01,49.27,49.22,2.9727,4.9732,-4.4214,9.0001,7.9999,-8.4429
20-09,TRV,115.16,108.19,112.48,-6.7723,2.5575,-21.0397,9.0001,11.9999,9.6957
