Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
22-03,A,130.83,132.33,154.86,2.0142,1.2898,6.7912,0.9997,21.0,-13.5791
22-03,AEP,90.35,99.77,86.61,9.7473,5.5211,21.1089,1.0,14.0001,11.5457
22-03,AKAM,108.23,119.39,111.29,10.0645,5.7321,14.5608,6.0,17.0,-3.2094
22-03,BAX,84.82,77.54,81.22,-8.8389,1.6184,9.3706,11.0001,6.0,13.4758
22-03,CMS,64.24,69.94,62.46,8.991,1.9712,18.2961,1.0,12.0,8.782
22-03,DGX,130.66,136.86,148.22,4.3602,2.1685,13.5652,9.9999,31.0,-11.4991
22-03,DTE,121.38,132.21,116.74,8.5335,1.2231,21.3594,10.0,12.0,11.9003
22-03,FAST,51.47,59.4,56.76,14.4944,0.546,10.9769,-4.0001,5.0,-13.2145
22-03,IEX,191.85,191.73,220.44,0.2525,0.0053,-1.6755,0.9999,9.9999,-14.9392
22-03,ROL,32.65,35.05,35.06,7.4697,6.3161,-1.628,6.9998,22.0,-0.9975
