Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-10,ABBV,108.25,114.67,112.4,6.2893,2.5186,23.1533,18.0,19.0,-3.7783
21-10,ADM,60.27,64.24,61.03,6.9419,3.0683,29.0815,1.0001,12.0002,-0.4689
21-10,CE,151.52,161.51,154.93,7.304,5.2516,40.1954,7.0,10.0002,0.0667
21-10,CMCSA,56.39,51.43,56.91,-8.019,2.1242,20.9036,5.0,13.0001,-1.3735
21-10,CNP,25.19,26.04,24.52,5.8488,1.3844,27.1318,14.0001,19.0001,0.8244
21-10,GD,197.27,202.75,189.55,3.4413,2.3071,41.6095,-2.9999,16.0003,4.347
21-10,JNPR,27.67,29.52,27.0,7.4703,0.8282,28.0,9.0001,17.0002,1.1493
21-10,PAYX,113.34,123.28,104.85,9.2835,5.2848,40.9678,13.0001,14.0002,4.9923
21-10,TDY,431.96,449.22,426.86,4.6151,2.2774,38.4804,3.0,10.0001,3.013
21-10,WMB,26.03,28.09,25.13,8.1736,5.4734,32.0102,3.0001,18.0003,-1.7937
