Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-07,CAT,75.38,82.76,73.31,9.0656,0.0262,-10.6225,11.0001,10.0002,-0.0625
16-07,GPS,20.97,25.79,23.67,19.8477,3.8331,-44.4066,16.9999,9.9998,-29.7291
16-07,HOG,45.41,52.92,45.8,18.1111,17.5769,-19.6096,9.0,5.9999,-11.1428
16-07,IP,40.44,43.38,38.33,7.9389,0.8025,-10.9477,13.0001,7.0001,3.973
16-07,JWN,37.84,44.23,47.88,15.4477,1.1643,-48.9262,9.9998,3.9994,-38.538
16-07,KSS,37.81,41.59,42.04,9.5036,3.1802,-39.4346,6.9998,6.9999,-18.9573
16-07,NAVI,11.94,14.2,12.09,17.7789,1.9056,-34.3767,17.0001,15.0001,1.2916
16-07,STX,24.21,32.03,27.51,29.8295,0.6703,-48.7158,6.9997,13.9995,-27.3012
16-07,TGT,69.64,75.33,75.98,7.6909,1.7281,-14.4677,6.0,15.9999,-15.6603
16-07,TWX,74.05,76.65,71.88,4.2274,2.5814,-15.8678,14.0001,14.0001,1.8113
