Month,Ticker,Open,Close,Profit,qty,Gewinn
20-10,ETSY,124.0999984741211,121.58999633789062,-2.0225641958842457,410.0,-1029.1008758544922
20-10,NOW,491.57000732421875,497.57000732421875,1.2205789431011103,103.0,618.0
20-10,PYPL,199.25999450683594,186.1300048828125,-6.5893756830215064,255.0,-3348.1473541259766
20-10,SWKS,135.66595256673688,129.9541778564453,-4.210175509939994,375.0,-2141.915516359337
20-10,AMZN,160.39999389648438,151.8074951171875,-5.356919642305051,317.0,-2723.8221130371094
20-10,CTLT,86.45999908447266,87.7699966430664,1.5151487074547199,588.0,770.278564453125
20-10,ADBE,497.42999267578125,447.1000061035156,-10.118004003242742,102.0,-5133.658630371094
20-10,QRVO,132.0850067138672,127.36000061035156,-3.577246366615479,385.0,-1819.1273498535156
20-10,CDNS,107.8499984741211,109.37000274658203,1.4093688400242923,472.0,717.4420166015625
20-10,LRCX,27.217392228713283,27.453332901000977,0.8668746450983836,1870.0,441.20905717798655
