Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-06,AEP,38.18,39.9,38.85,3.5913,0.867,0.8115,18.0,23.0,2.5225
12-06,BAC,7.12,8.18,8.06,11.8527,0.5731,-37.4468,12.0003,3.0,-5.8994
12-06,BIG,36.02,40.79,41.4,10.6825,4.9727,9.997,10.0,17.0002,-13.1441
12-06,ES,35.7,38.81,35.92,7.5781,0.469,2.185,0.0,9.0001,0.6267
12-06,GME,4.69,4.59,5.66,-3.9446,0.8403,-31.451,5.9998,6.9998,-15.4628
12-06,HAS,34.95,33.87,35.48,-4.2714,1.4215,-22.5623,10.0,0.9999,0.9901
12-06,ITW,55.06,52.89,55.31,-5.6892,0.3843,-2.0412,23.0002,20.0002,1.3016
12-06,LUV,8.9,9.22,8.66,2.4994,8.2225,-23.6686,6.0001,4.0001,1.5508
12-06,NUE,35.08,37.9,41.43,6.09,1.0738,-15.5409,0.9999,4.0,-18.9651
12-06,PGR,21.4,20.83,21.65,-3.9308,0.0941,0.3695,19.0002,16.0001,1.8224
