Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-05,ADM,39.59,42.77,35.54,7.1875,4.9804,-18.2897,2.9999,11.9999,13.6158
16-05,AES,11.15,11.09,10.1,-0.4625,1.7102,-15.7736,12.0001,0.9999,17.4222
16-05,ESRX,73.87,75.55,74.52,2.5133,0.3955,-14.6643,1.9999,1.9998,3.2711
16-05,LNC,43.56,45.85,41.67,5.7472,1.3551,-23.0837,0.9998,0.9998,12.1464
16-05,OXY,76.22,75.44,68.36,-1.4477,2.2916,-4.1442,2.0001,0.0001,12.0394
16-05,PFG,43.0,44.56,40.44,4.581,0.0231,-16.5102,3.9999,1.9998,13.0213
16-05,PH,116.15,114.84,102.43,-0.8423,2.3483,-2.7983,4.0001,2.0001,18.2964
16-05,SRE,51.74,53.56,48.73,3.6516,4.3993,-2.6561,10.0,16.0,9.0296
16-05,VTR,62.46,66.33,57.34,6.6891,4.9087,-21.0472,32.0002,34.9999,12.6191
16-05,WELL,69.68,68.91,65.73,-0.4715,5.4938,-3.6101,22.0001,20.0,12.0887
