Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-11,ADM,45.37,43.23,41.68,-0.0477,10.4679,-4.5773,10.0001,22.0002,-3.0157
16-11,AIV,5.86,5.61,5.77,-4.4198,0.692,12.6437,17.0001,25.0001,-3.4756
16-11,ED,75.48,69.77,75.95,-7.6472,1.2027,14.9049,5.0,18.0001,-5.3905
16-11,EMR,51.89,56.44,53.03,11.1079,1.7761,7.3047,11.9999,19.0001,-9.2318
16-11,FE,34.34,31.29,33.74,-8.7679,0.8436,9.9038,15.0001,21.0001,-1.2701
16-11,GIS,62.16,60.94,65.93,-1.4865,1.5154,6.6598,16.0,37.0001,-14.5158
16-11,LEG,45.99,48.06,49.63,4.7858,1.3799,1.8876,13.9999,26.0001,-13.1085
16-11,TXT,40.21,46.03,38.73,14.1712,1.6448,-4.9561,14.0,18.0002,3.1858
16-11,VRSN,84.0,78.85,82.55,-6.1382,1.8759,4.2432,2.0,15.0001,-1.9272
16-11,WEC,59.7,56.01,60.81,-6.0894,1.4387,15.8262,4.0,15.0001,-7.8657
