Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-12,BWA,31.67,34.72,30.27,10.8338,1.8529,-16.6081,19.0001,24.0001,4.472
16-12,EQR,59.6,64.36,64.0,7.0756,1.5133,-24.8183,11.9999,19.9998,-7.3027
16-12,F,12.23,12.13,12.31,1.6974,5.4283,-16.5387,2.9999,11.0,-4.7394
16-12,GT,30.75,30.87,29.92,0.9015,2.0053,-12.0126,9.0001,1.0001,5.9253
16-12,LOW,70.34,71.12,74.13,1.0379,2.2907,-7.8982,4.9999,25.0001,-7.6632
16-12,MOS,28.6,29.33,26.64,3.8474,0.1377,-10.2402,5.0002,6.0001,-3.9882
16-12,NWSA,11.59,11.46,13.08,-0.7572,0.2558,-19.4425,6.0,10.0001,-18.6311
16-12,RHI,45.13,48.78,38.96,8.4535,2.2452,-12.329,9.0001,19.0002,16.7234
16-12,SIG,91.83,94.26,84.5,3.3331,2.6665,-30.5198,5.0,4.9999,11.9971
16-12,UDR,33.93,36.48,35.38,7.0327,0.8155,-7.7757,9.0,18.0,-5.4686
