Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-12,AAPL,167.48,177.57,148.66,7.5284,2.6285,38.8492,24.0003,22.0003,9.0682
21-12,BKR,24.24,24.06,23.36,3.3885,3.8581,24.6795,16.0,15.0,4.1647
21-12,CSCO,55.53,63.37,56.11,14.6945,3.3427,27.4756,5.0,9.0002,-6.8225
21-12,CTLT,129.05,128.03,127.88,0.082,0.1573,33.8257,24.0002,28.0002,-0.3589
21-12,DGX,149.0,173.01,146.75,15.3676,1.8863,19.9226,26.0001,38.0003,-2.1693
21-12,EQIX,815.52,845.84,816.07,4.2154,1.8921,16.3961,18.0001,22.0002,-2.9518
21-12,GILD,69.03,72.61,69.24,5.2484,0.3494,13.6146,10.0,9.0001,-5.0189
21-12,MCHP,84.79,87.06,76.45,4.7837,2.165,24.161,10.0001,12.0001,7.1628
21-12,NVR,5268.52,5908.87,5052.3,12.6765,3.6148,30.7257,2.0001,16.0002,1.3485
21-12,UNH,452.89,502.14,424.28,12.3854,0.9864,32.0747,2.0001,16.0003,7.09
