Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-06,BSX,7.16,6.91,7.19,-3.5548,3.3824,18.6777,7.0001,13.0004,1.897
11-06,DGX,58.19,59.1,56.61,1.2132,0.0,10.7488,20.0002,25.0003,3.2301
11-06,DHI,12.17,11.52,12.06,-5.1953,1.7797,-0.082,12.0002,5.0002,3.7174
11-06,GOOGL,13.21,12.67,14.47,-4.1959,0.2996,8.9348,11.0,22.0002,-14.0435
11-06,GS,139.95,133.09,158.08,-5.3711,0.8741,-2.447,4.9999,8.0,-14.7165
11-06,HPQ,16.89,16.53,19.37,-2.5273,1.8066,-18.7568,3.9999,16.0,-14.7512
11-06,JNJ,67.02,66.52,61.98,-1.091,1.2026,15.4202,0.0001,4.0002,9.3581
11-06,LEN,18.58,17.85,18.96,-4.1071,3.2851,9.711,16.0002,14.0004,-5.1855
11-06,SHW,29.24,27.96,27.93,-4.4762,0.3147,14.6287,27.0002,31.0002,7.0892
11-06,V,20.19,21.07,18.74,5.2196,1.2144,11.8686,23.0001,26.0002,10.8052
