Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
24-07,FE,38.53,41.91,38.3,9.1552,0.2093,-1.5689,4.0001,7.0001,-0.6417
24-07,FTNT,60.43,58.04,64.73,-3.6425,3.2965,-20.2672,10.0001,11.0001,-11.221
24-07,HOLX,74.15,81.61,75.02,9.5986,2.6174,-8.2994,6.0,9.0001,-4.5752
24-07,INTC,30.91,30.74,36.69,-0.0553,0.7185,-7.3864,0.9996,11.9999,-33.8268
24-07,LUV,28.64,26.94,29.36,-5.281,0.1782,-20.9887,3.0,5.0001,-0.3768
24-07,MAA,142.16,139.77,131.82,-1.8996,0.7062,-6.0911,10.0001,9.0001,8.6856
24-07,NCLH,18.8,18.43,17.94,-1.1737,2.9104,-13.6886,4.0,9.0002,-7.1456
24-07,PNW,76.8,85.59,73.46,11.4873,0.3047,-6.2362,20.0001,20.0001,2.5596
24-07,UDR,41.01,40.07,37.75,-2.5617,1.1336,-4.2132,19.0001,24.0002,9.9617
24-07,WBD,7.44,8.65,8.37,16.0382,0.8523,-40.6699,4.9996,5.9997,-13.8157
