Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
18-02,AFL,44.29,44.44,41.82,0.9606,1.8392,26.036,31.0001,35.0002,5.478
18-02,AJG,68.3,69.11,61.77,1.3529,7.1716,26.9181,15.0002,23.0002,8.045
18-02,CB,155.84,141.92,147.23,-9.2335,1.4287,18.7543,11.0001,19.0001,3.7207
18-02,FLS,45.0,42.35,42.33,-6.3241,3.4491,-7.8112,17.0001,18.9999,4.0436
18-02,GD,222.39,222.45,203.52,0.4252,8.5454,22.8628,11.0001,27.0001,9.613
18-02,IPG,21.75,23.4,20.97,7.4228,0.1841,-6.9698,7.0,17.0,13.5668
18-02,LNC,83.59,76.17,74.27,-7.6787,3.6309,22.6485,22.0001,34.0002,9.2698
18-02,MMC,83.58,83.02,81.31,-0.4102,2.5193,22.7874,12.0001,28.0001,3.3868
18-02,SWKS,98.54,109.25,103.21,12.7627,3.804,5.9625,8.9999,23.0,-15.0113
18-02,TXT,58.7,59.85,52.95,2.3361,1.2521,23.8548,17.0002,21.0002,10.986
