Month,Ticker,Open,Close,Profit,qty,Gewinn
22-02,NUE,99.43085048197044,126.55532836914062,27.279740398166062,734.0,19909.366769182918
22-02,FTNT,59.56800079345703,68.90399932861328,15.672841812380783,1225.0,11436.598205566406
22-02,WFC,50.79812492782719,49.767337799072266,-2.029183420095608,1437.0,-1481.2411040208249
22-02,AZO,1983.06005859375,1863.3900146484375,-6.0346152113100535,36.0,-4308.12158203125
22-02,MPC,66.70908291219398,73.63133239746094,10.376772072220495,1094.0,7572.940936882054
22-02,SCHW,85.21587460821202,81.38787841796875,-4.492116296221614,856.0,-3276.7647388482383
22-02,RHI,106.69034821336479,112.79046630859375,5.7175913260960005,684.0,4172.480777136611
22-02,CMA,80.87541762385302,83.04077911376953,2.6774037816873846,902.0,1953.1560639046888
22-02,OKE,52.20492735152579,56.69353103637695,8.598046032373178,1398.0,6275.067951421926
22-02,PSA,313.5700776881692,309.5419006347656,-1.2846178063614224,232.0,-934.5370763896276
