Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
14-12,ED,62.93,66.01,57.81,4.5427,2.3901,14.3815,11.0001,24.0001,9.0188
14-12,GIS,52.53,53.33,52.47,1.2016,1.3675,4.6004,18.0,27.0001,-0.8814
14-12,IVZ,40.25,39.52,38.43,-1.8878,2.1034,15.8106,9.0001,18.0002,-0.6727
14-12,JNPR,22.09,22.32,23.07,0.9631,1.3979,9.3241,16.9999,25.9998,-3.0005
14-12,K,61.83,61.45,60.76,-1.0464,0.3071,9.2554,8.0,20.0001,2.2038
14-12,KO,44.18,42.22,41.65,-5.8318,0.7463,11.5452,26.0001,34.0002,7.5657
14-12,MCHP,22.52,22.56,23.18,0.1681,3.6145,4.2956,15.0,27.0,-6.2813
14-12,MMC,56.5,57.24,51.93,1.2174,1.3094,19.2624,17.0001,30.0002,6.6013
14-12,PPL,33.05,33.84,31.74,2.4332,0.6068,15.6993,7.0,17.0001,2.9952
14-12,WEC,49.21,52.74,45.82,6.7087,2.1172,18.2667,17.0001,25.0001,9.0098
