Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-10,AEE,34.91,36.18,34.59,3.8549,0.7803,6.6422,1.0,19.0001,1.4686
13-10,COV,0.01,0.02,0.01,90.0,0.0,11.1111,0.0,0.0,0.0
13-10,DGX,61.84,59.91,60.45,-2.897,0.2419,-2.5855,14.0001,17.0001,2.2156
13-10,DRI,41.41,46.06,44.7,11.1149,2.3591,-16.9686,17.9999,26.0,-8.1593
13-10,EXPE,51.69,58.97,55.11,14.822,0.0757,-10.4253,11.9999,3.9999,-9.3553
13-10,GLW,14.6,17.09,14.94,17.0249,0.4772,10.9506,5.0001,6.0002,2.9632
13-10,NFX,27.36,30.45,24.58,10.9376,3.9881,-12.6117,13.0002,9.0001,14.7576
13-10,PRGO,123.35,137.89,122.49,11.4764,0.176,6.2064,12.0,26.0002,2.4873
13-10,WU,18.66,17.02,17.46,-8.2211,0.3219,2.4149,22.0002,26.0003,9.1215
13-10,WY,28.72,30.42,28.84,6.2909,1.1107,9.5256,3.9999,21.0001,1.0572
