Month,Ticker,Open,Close,Profit,qty,Gewinn
18-08,VLO,89.48607541728585,91.0922622680664,1.7949014338719074,262.0,420.8209549045067
18-08,COP,58.27862124091405,59.83501434326172,2.6706072813799104,403.0,627.2264202461109
18-08,CF,37.767981449318604,44.68695068359375,18.319669118562267,623.0,4310.517832953416
18-08,ANDV,148.91265219063885,152.7899932861328,2.6037687452709966,158.0,612.6198930880457
18-08,PSX,95.18970420444084,92.69403076171875,-2.621789261328185,247.0,-616.4313403523571
18-08,HES,58.83996266817603,61.1746711730957,3.9678959656825494,399.0,931.5486934629503
18-08,UNP,130.24446396763565,132.1232147216797,1.442480314949036,180.0,338.1751357279262
18-08,MPC,65.02808091352455,67.06624603271484,3.134284589915367,361.0,735.7776080276969
18-08,TGT,68.96405791513212,75.4564208984375,9.414125530859788,341.0,2213.895777307136
18-08,TDG,296.9286429435947,277.6368408203125,-6.497117264280535,79.0,-1524.0523677392935
