Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
20-05,CNP,16.68,17.78,22.07,5.5805,1.6677,-45.0645,2.9996,13.9996,-30.9515
20-05,FCX,8.48,9.07,10.32,3.7187,10.733,-28.2697,10.0001,1.0,-6.4648
20-05,HST,11.86,11.94,14.8,-0.0678,7.7213,-36.0187,12.9998,9.9998,-19.0977
20-05,KEY,11.26,11.85,16.0,4.2136,8.2111,-33.6182,3.9998,9.9997,-29.4064
20-05,LVS,46.09,47.94,58.45,1.4964,11.1626,-28.3818,4.9999,11.9999,-21.0921
20-05,LYV,43.5,49.16,58.15,12.1591,13.26,-31.3284,7.9997,4.9997,-25.4525
20-05,TPR,14.41,13.6,21.96,-6.2458,13.05,-53.8891,5.9997,15.9996,-31.9674
20-05,UAA,10.08,8.75,15.49,-14.4513,2.1898,-54.8722,1.9995,2.9994,-53.5934
20-05,UNM,16.72,15.15,23.14,-11.4247,12.782,-52.7356,2.9997,9.9996,-23.517
20-05,VFC,56.56,56.1,76.25,-1.7892,2.1375,-34.6444,5.9998,7.9997,-26.5596
