Month,Ticker,Open,Close,Profit,qty,Gewinn
09-08,AN,21.149999618530273,18.979999542236328,-10.260047827106012,62.0,-134.5400047302246
09-08,FHN,8.93841198622082,9.220968246459961,3.1611460813701795,148.0,41.81832651539299
09-08,FIS,18.53996194878099,19.29413414001465,4.067819520434583,71.0,53.546225577589645
09-08,SBUX,6.934738868508875,7.3242902755737305,5.617391144082371,191.0,74.40431874938741
09-08,KDP,2.7402915571701056,2.9297730922698975,6.914648720644495,485.0,91.89854452339904
09-08,KSS,27.450789645831914,28.91356086730957,5.328703619641633,48.0,70.21301863092748
09-08,CHRW,38.286824216690114,39.508758544921875,3.191526989326766,34.0,41.54576715987987
09-08,NVDA,0.3035761713220631,0.33292481303215027,9.667636818224205,4381.0,128.57639933189188
09-08,TLAB,5.78000020980835,6.340000152587891,9.688579973219571,230.0,128.79998683929443
09-08,LOW,17.29493996233969,16.37345314025879,-5.328071818043135,76.0,-70.03299847814847
