Month,Ticker,Open,Close,Profit,qty,Gewinn
12-12,STZ,31.717184514476727,31.19707679748535,-1.6398294014841774,125.0,-65.01346462392199
12-12,ANDV,37.64282126775948,39.089263916015625,3.842545801674546,105.0,151.87647806689523
12-12,DFS,32.622312721642245,30.189937591552734,-7.456170109226585,122.0,-296.7497658709203
12-12,WY,17.617472568720668,17.74504280090332,0.7241119955489506,226.0,28.830872473279392
12-12,CMCSA,14.536010933716184,14.596445083618164,0.41575470861681163,274.0,16.55895707314241
12-12,LYB,29.113559510964315,33.315162658691406,14.431774122792323,136.0,571.4180280908845
12-12,RF,4.672934443697124,4.987649440765381,6.7348472541219975,853.0,268.45189249922305
12-12,CCI,44.84548152946296,47.69418716430664,6.352269030653882,88.0,250.68609586624405
12-12,AMGN,64.91331424706641,62.92766571044922,-3.058923365181477,61.0,-121.12456073364865
12-12,ALL,31.424790683752477,31.153343200683594,-0.8638004491442136,126.0,-34.202382866679244
