Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
14-10,AEE,38.32,42.34,39.13,10.146,0.339,10.0172,2.9999,8.0001,-6.0681
14-10,CCI,80.77,78.12,76.62,-2.645,1.7816,10.2698,22.0001,19.0001,8.4558
14-10,CNP,24.52,24.55,24.45,0.6072,2.8931,2.0859,12.0,19.0001,-4.0413
14-10,CSCO,25.2,24.47,24.9,-2.5956,0.2403,7.4264,11.0001,4.0001,1.4836
14-10,D,69.42,71.3,69.23,3.3707,1.4056,10.5794,4.0,3.0001,-3.1426
14-10,ED,56.87,63.36,56.29,11.3383,0.1231,2.7566,17.0001,20.0,-1.6554
14-10,PDCO,41.48,43.11,39.88,4.1086,1.8789,3.0853,8.0,10.0,4.9955
14-10,SNI,78.1,77.24,79.48,-0.8015,0.4508,-0.0256,7.0,4.9999,-3.4053
14-10,SO,43.8,46.36,43.86,6.1281,1.4263,5.9981,5.0,9.0001,-3.6566
14-10,VTR,70.8,78.23,73.59,10.1347,2.3591,0.7317,1.0,6.0001,-3.1528
