Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-04,BKNG,689.08,695.99,666.5,1.4418,1.1897,-4.0892,8.0001,11.0001,10.8975
13-04,HUM,69.34,74.11,69.98,7.6549,8.0202,-25.2703,1.0,1.9999,1.4941
13-04,LDOS,33.46,36.89,29.17,9.916,7.0872,2.6515,14.0001,17.0001,18.4604
13-04,MCD,99.41,102.14,91.99,2.5252,0.2835,1.6208,19.0001,34.0001,12.3743
13-04,MDLZ,30.42,31.45,27.05,2.9089,6.9362,-19.4422,8.9998,10.9999,18.9608
13-04,PCG,44.51,48.44,41.71,8.489,1.9371,2.58,8.0,3.0,10.5029
13-04,QCOM,66.7,61.6,64.15,-8.0377,0.3955,-1.6456,4.0001,2.0002,8.3082
13-04,WU,15.05,14.81,13.67,-1.3558,1.1732,-14.5455,7.9999,12.0,10.5752
13-04,XOM,90.13,88.99,88.8,-1.1613,2.4145,3.8971,13.0,9.0001,4.1989
13-04,YUM,51.71,48.97,48.64,-5.0114,2.4766,1.0677,25.0001,22.0001,8.4804
