Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-06,AFL,51.26,54.81,49.19,6.6988,0.4214,13.8482,19.0001,21.0001,4.4724
19-06,AIZ,100.02,106.38,96.69,6.3657,1.3066,7.0809,13.0,8.0,-2.5387
19-06,CF,40.15,46.71,42.5,15.383,0.6563,-2.1876,3.0,2.9998,-3.7997
19-06,CME,192.45,194.11,177.16,1.1766,3.864,17.9374,1.0,21.0001,5.7583
19-06,EVRG,58.47,60.15,57.29,3.5222,0.0509,2.5397,20.0,25.0,4.0936
19-06,ICE,82.3,85.94,77.12,4.5361,1.7258,15.9684,9.0,13.0001,6.5699
19-06,NDAQ,30.2,32.06,29.22,6.1355,0.3873,-1.3281,5.0,11.0,-0.731
19-06,NEM,33.3,38.47,33.33,15.2796,7.3755,-15.0013,4.0,8.0001,-2.3529
19-06,SEE,41.87,42.78,42.96,2.2988,2.7865,-3.8108,15.0002,16.0001,-3.5312
19-06,SO,53.5,55.28,50.81,3.3363,0.0924,19.1537,19.0001,24.0002,7.5742
