Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
17-01,AVB,178.3,173.31,171.72,-2.1389,2.1338,-3.7908,5.0,4.9999,0.0751
17-01,BMY,58.78,49.16,55.62,-16.1748,1.2949,-15.0458,1.9998,9.9999,9.235
17-01,EQR,64.87,60.77,62.74,-5.6617,0.2679,-21.1178,12.9999,24.9999,0.4323
17-01,HRL,34.89,36.3,36.63,4.3023,1.5247,-11.9626,17.0,12.9998,-7.9261
17-01,NWS,11.95,12.65,13.26,7.0681,0.0,-15.4728,2.0,0.9999,-17.8406
17-01,PDCO,41.71,41.61,44.25,1.6243,4.803,-9.2457,11.9999,11.9999,-9.2735
17-01,PRGO,84.03,76.15,88.56,-8.388,2.0167,-42.481,18.9999,14.9996,-8.9549
17-01,SLG,115.42,115.7,114.98,1.4532,0.8549,-4.8062,6.0,18.0001,0.1143
17-01,UDR,36.67,34.95,34.92,-4.2088,2.0148,-2.9013,10.0,20.0,1.8609
17-01,XRX,26.12,27.72,25.28,20.531,15.0607,-17.8739,2.9999,1.9998,-14.3107
