Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
24-05,APD,233.98,266.7,247.12,12.26,1.3356,-19.7106,7.9999,12.9998,-6.0707
24-05,EVRG,52.19,54.66,51.41,4.2829,1.3012,-15.5531,11.0001,6.9999,3.6781
24-05,GL,75.5,82.76,113.67,9.3682,19.7168,-29.8102,7.9998,20.9999,-21.1577
24-05,HOLX,75.77,73.78,74.22,-2.6075,0.0787,-11.9056,14.0001,5.0,2.1869
24-05,MDLZ,71.76,68.53,71.76,-4.7397,1.8441,-6.2304,16.0001,7.0,-4.2007
24-05,MDT,79.99,81.37,83.88,1.607,0.3972,-11.7757,19.0001,-0.0001,-8.325
24-05,NEE,66.87,80.02,60.24,18.0446,5.0528,-12.606,15.0002,5.9999,14.1065
24-05,PYPL,67.0,62.99,62.1,-7.2538,4.6685,-10.6316,16.0003,18.9999,11.753
24-05,RVTY,102.81,109.26,104.8,6.561,1.816,-21.4729,12.0002,0.9999,-3.5863
24-05,VTR,44.04,50.26,45.49,12.9789,1.5766,-7.846,11.0001,0.9999,-3.9026
