Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-09,COV,0.01,0.01,0.01,0.0,0.0,11.1111,0.0,1.0001,0.0
13-09,D,58.89,62.48,58.57,6.9593,0.0346,11.1852,17.0,25.0001,3.4669
13-09,DGX,58.87,61.79,59.57,5.3118,0.2379,-3.0594,2.0001,7.0,-4.9915
13-09,KMI,38.18,35.57,38.59,-5.9683,1.2123,6.0386,11.0,11.0001,0.308
13-09,NFX,24.11,27.37,23.71,14.2847,1.5832,-26.9997,7.0001,5.0,1.3669
13-09,PEP,80.48,79.5,82.43,-0.2403,1.1987,10.0787,3.0001,5.0001,-1.0399
13-09,PPL,28.85,28.3,28.86,-0.9521,0.1636,4.671,3.0,12.0001,3.573
13-09,PRGO,122.23,123.38,121.48,1.5236,1.8534,10.5301,14.0001,24.0002,5.4683
13-09,TPR,53.34,54.53,56.35,3.245,0.8729,-9.1519,1.0001,4.9999,-9.2306
13-09,VTR,71.87,70.23,81.39,-0.9567,1.067,-4.9321,4.9999,14.0,-12.691
