Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-09,AKAM,54.82,52.99,53.11,-3.3917,2.7425,-23.0122,9.0,6.0,2.5613
16-09,BWA,30.41,30.97,29.61,2.5965,0.4353,-21.1962,21.0001,9.9998,3.1788
16-09,C,47.82,47.23,44.65,-0.8926,1.6527,-10.733,14.0002,0.9999,3.8353
16-09,DAL,37.0,39.36,40.17,7.2787,0.3543,-16.0576,4.9998,13.9998,-14.82
16-09,EMN,67.88,67.68,71.11,-0.1408,1.0588,-6.3069,23.0001,12.0,-6.7479
16-09,F,12.66,12.07,13.05,-4.124,0.161,-9.1564,16.0,2.9999,-5.7429
16-09,HBAN,10.05,9.86,9.66,-1.3536,3.3195,-8.2493,5.0002,3.9999,-2.9204
16-09,JEF,17.19,17.04,15.82,-0.4034,1.1242,-10.7642,13.0003,1.0001,6.8619
16-09,KEY,12.6,12.17,11.95,-2.9776,2.4712,-8.5881,11.0002,2.0,-0.8248
16-09,R,65.73,65.95,66.21,0.9206,0.641,-20.0683,18.0002,7.0001,-4.5575
