Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-05,AFL,27.15,27.84,25.53,2.3631,9.3725,20.8703,18.0001,23.0002,3.2245
13-05,DE,88.81,87.11,86.93,-2.2627,4.7125,8.4264,23.0001,40.0002,-4.6696
13-05,EMR,55.2,57.46,53.3,3.6484,0.9481,5.6528,30.0001,28.0002,-2.6542
13-05,FHN,10.4,11.48,10.07,10.1134,2.6157,13.2898,1.0001,18.0003,2.3317
13-05,GT,12.45,15.14,12.83,19.8967,1.4131,13.8434,4.0001,12.0001,-8.5715
13-05,HBAN,7.15,7.75,6.81,7.9767,1.1461,7.1749,11.0001,17.0002,3.465
13-05,KEY,9.95,10.78,9.03,7.9159,4.661,24.005,15.0002,14.0002,6.336
13-05,PPL,31.11,27.66,27.82,-11.5815,2.2105,22.0652,17.0001,13.0001,9.8957
13-05,VRSN,46.11,47.04,43.42,2.1656,4.2127,12.0652,16.0002,25.0001,6.2818
13-05,ZION,24.59,28.07,22.56,13.3319,2.4142,20.7455,16.0001,30.0003,5.8863
