Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-02,DTE,39.63,40.07,39.55,1.796,0.2526,10.0335,14.0,20.0,-0.8837
11-02,ED,50.14,49.98,48.25,0.1847,0.4813,14.1061,11.0001,21.0001,0.5122
11-02,KO,31.44,31.96,29.82,1.7418,0.4141,15.8555,25.0001,30.0002,2.6461
11-02,PBI,24.41,25.18,22.4,3.7844,1.2098,16.0612,30.0,25.0,10.4373
11-02,PRU,62.27,65.83,55.7,7.0642,3.1565,23.0446,5.0001,5.0,16.3833
11-02,TRV,56.42,59.93,53.0,6.4009,3.2909,11.0322,14.0001,8.0001,2.1843
11-02,WEC,30.27,29.6,28.78,-1.766,2.2796,23.2121,21.0001,23.0001,1.4042
11-02,WMT,18.79,17.33,17.68,-7.4275,1.0764,4.941,17.0001,22.0001,3.5952
11-02,WU,20.44,21.99,17.45,8.277,5.0751,9.3851,19.0002,12.0001,14.8032
11-02,XRAY,35.57,37.37,31.8,5.3172,1.4509,5.8157,14.0002,6.0,12.5954
