Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-11,ABBV,115.25,115.28,112.8,0.6305,5.5627,34.7474,16.0,25.0001,-0.761
21-11,AME,132.53,136.5,133.17,3.2549,2.7046,34.8269,13.0,20.0002,-4.6127
21-11,AVGO,53.03,55.37,47.88,4.2754,2.7032,52.0881,12.0002,15.0002,9.5068
21-11,DGX,146.7,148.68,139.23,1.6559,1.3415,20.1736,23.0001,31.0001,3.7764
21-11,FAST,57.19,59.17,53.3,3.72,1.2121,32.0379,10.0001,25.0002,4.551
21-11,FE,38.59,37.66,37.42,-2.0734,4.217,29.6433,11.0,26.0002,0.8843
21-11,IEX,222.99,224.59,220.4,1.1193,1.6572,30.6239,9.0,22.0002,-1.4404
21-11,KO,56.39,52.45,54.94,-7.0426,3.3487,17.2909,8.0,21.0002,-0.9798
21-11,MAS,65.69,65.9,60.31,0.729,5.7246,22.2948,9.0,24.0002,9.9699
21-11,MDLZ,60.7,58.94,61.59,-2.8727,1.2467,14.3449,11.0,16.0001,-3.7999
