Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-11,BDX,73.65,74.8,74.14,1.4486,0.8328,-3.2596,3.0,7.0,0.0984
12-11,CAH,41.02,40.45,40.71,-1.6037,0.0969,-7.0928,12.0,11.0,-4.2282
12-11,CCL,38.08,38.66,35.1,2.2538,1.7282,7.5547,6.0002,6.0002,13.4468
12-11,CMG,5.03,5.28,6.53,4.1205,8.3333,-24.2741,-3.0004,9.9997,-11.2235
12-11,CNP,21.66,19.73,20.86,-9.1772,1.5413,3.9827,-0.9999,7.0002,3.0461
12-11,CPB,35.27,36.75,33.92,4.1873,0.0,6.0752,-2.0,6.0001,6.4915
12-11,GIS,40.17,40.99,39.03,2.2884,0.4751,4.0228,9.0,15.0,3.6464
12-11,OMC,47.86,49.74,50.37,3.9485,0.5316,7.7113,-1.0001,9.0001,-4.2849
12-11,RHI,26.94,28.26,27.35,5.1363,1.652,1.7404,-3.0001,-1.0,0.3124
12-11,SWN,34.7,34.71,32.4,0.3625,0.9929,-17.4596,1.0001,5.0002,5.5181
