Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
22-10,BAX,54.25,54.35,64.0,1.4334,0.4515,-33.0349,-0.0003,-2.0004,-16.0428
22-10,FRT,92.21,98.98,103.27,9.6922,0.6964,-23.6206,-4.0003,-9.0004,-5.2076
22-10,FTNT,49.58,57.16,55.12,15.8459,4.5548,-15.8848,-0.0003,-8.0003,-10.6968
22-10,LEN,75.86,80.7,77.97,8.752,0.9428,-20.4206,-0.0,-6.0004,7.326
22-10,MCHP,62.21,61.74,65.47,2.0767,0.5528,-20.4769,-0.0002,-0.0003,6.9432
22-10,MGM,29.98,35.57,32.46,18.7748,0.0,-31.124,1.9997,-2.0003,4.6064
22-10,POOL,320.52,304.23,365.83,-3.568,4.0641,-26.7489,-0.0002,-10.0005,-7.6422
22-10,RHI,76.82,76.46,80.9,0.702,5.2358,-23.7516,-9.0004,-3.0003,3.3921
22-10,SYF,28.8,35.56,32.38,24.0654,0.4373,-42.3282,-0.0002,-0.0004,4.0102
22-10,UDR,42.42,39.76,46.04,-4.1887,0.3571,-21.2722,-4.0003,-10.0003,-9.0967
