Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-02,ADM,34.77,34.96,41.82,-0.2019,11.0902,-24.1904,-0.0003,5.9997,-24.1039
16-02,AFL,28.68,29.76,30.44,2.8526,1.2182,1.5417,1.9999,10.9999,-9.0203
16-02,AIV,5.18,4.88,5.11,-6.3212,7.0994,-1.6949,7.0,13.0001,0.6785
16-02,EQR,76.19,74.49,76.41,-3.2703,0.3794,-0.67,13.0,12.0001,0.3026
16-02,LRCX,7.12,7.33,7.39,2.5557,6.6079,-6.0209,6.0,3.0,-5.2807
16-02,MAC,77.74,79.08,78.72,1.5986,3.6544,-9.3478,9.0,7.0,-7.224
16-02,MCO,88.87,88.8,101.69,0.1556,2.5758,-2.3979,6.9998,12.9998,-6.6506
16-02,NWS,13.19,11.41,13.92,-15.0205,3.1447,-7.5485,8.0,4.9999,-13.775
16-02,PWR,18.65,20.29,22.96,8.8245,6.1721,-29.3807,13.9997,11.9997,-6.0627
16-02,SWKS,68.18,66.45,83.65,-2.7054,10.0016,-17.0138,-1.0003,4.9998,-8.494
