Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
18-12,ALB,98.59,77.07,97.91,-21.5899,3.0779,-28.2907,7.0,13.0,1.8321
18-12,DXC,63.96,53.17,82.78,-16.603,9.1253,-24.1999,8.9998,4.9997,-33.5322
18-12,EIX,55.25,56.77,65.79,2.9065,6.3631,-31.9306,9.9999,11.0,-13.289
18-12,HAL,32.35,26.58,38.77,-15.9443,2.2862,-24.7726,1.9996,2.9996,-22.5452
18-12,HBI,16.11,12.53,17.9,-22.8976,2.799,-23.8392,24.9999,25.9999,-8.2483
18-12,MAT,14.0,9.99,15.06,-31.8852,6.3262,-23.8356,0.9999,2.9999,-9.0797
18-12,NWS,13.49,11.55,13.88,-14.4604,5.3888,-18.2927,6.9999,10.9998,-0.6524
18-12,PRGO,63.11,38.75,72.06,-41.1058,3.9993,-28.5862,13.9999,13.9998,-18.2915
18-12,UNM,36.6,29.38,37.16,-19.4351,0.9583,-36.5772,7.9999,4.9997,-1.3923
18-12,XRAY,37.95,37.21,39.02,-1.2393,2.5481,-43.6204,12.9999,7.9996,-4.884
