Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
23-06,AAL,14.87,17.94,14.96,19.6836,2.2253,-17.2916,8.0001,13.0002,-5.7707
23-06,BK,40.53,44.52,46.09,10.4285,0.0,-13.7524,1.9999,1.0,-22.2494
23-06,BKR,27.25,31.61,29.62,15.2244,0.846,-24.2635,3.0,8.0001,-10.2619
23-06,CCL,11.32,18.83,10.29,54.4103,5.615,-19.0922,-0.9998,7.0003,8.6534
23-06,COF,105.03,109.37,101.07,5.0763,6.8276,-18.4968,2.0,3.0,-2.8809
23-06,DAL,36.42,47.54,36.1,27.3446,2.5945,-12.8568,9.0001,18.0002,-3.9354
23-06,DXC,24.98,26.72,25.95,6.9393,0.2021,-28.9324,9.9999,15.0001,-8.6717
23-06,GM,32.49,38.56,36.16,17.7119,0.4869,-16.2099,-4.0002,6.9999,-16.2785
23-06,PARA,15.35,15.91,20.61,4.9169,2.6684,-55.6947,5.9998,4.9997,-26.5339
23-06,TFC,31.04,30.35,38.36,-0.0399,1.2426,-38.7415,2.9996,3.9996,-37.8897
