Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-12,AES,12.01,11.84,11.58,-1.762,5.396,11.7484,4.0,5.0,12.7577
11-12,BA,68.7,73.35,68.31,6.7784,8.2672,7.7152,8.9999,23.0,4.4287
11-12,EQR,54.91,57.03,58.25,3.4622,0.2222,10.4242,2.9999,21.0,-8.1944
11-12,EW,10.95,11.78,12.91,7.1078,4.2095,-0.4521,-0.0003,2.9998,-11.1793
11-12,FLS,34.06,33.11,32.79,-2.928,8.6622,-2.532,-0.0001,1.9999,12.419
11-12,GILD,19.83,20.47,20.09,2.9205,9.3767,9.1507,6.0,10.0001,1.5292
11-12,RF,4.03,4.3,5.07,5.3714,3.7783,-23.6059,3.9996,7.9995,-1.6183
11-12,SRE,26.62,27.5,26.13,3.5253,2.1514,6.1477,4.0,7.0,1.9609
11-12,T,21.85,22.84,22.36,4.3046,1.6807,4.2878,4.9999,10.0,2.2144
11-12,WU,17.21,18.26,18.05,4.8633,6.867,-1.1338,9.9999,10.9998,6.925
