Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
18-03,CVX,111.53,114.04,120.07,2.0953,0.9551,-0.5156,26.0,27.0001,-5.3826
18-03,HP,64.43,66.56,61.13,3.6296,1.0386,-5.5872,21.0004,10.0002,10.6519
18-03,LUV,57.78,57.28,59.66,-0.725,0.485,0.0692,12.0001,11.0,-4.0015
18-03,MKC,53.16,53.19,50.6,-0.299,2.0459,8.4942,19.0001,18.0,4.8584
18-03,NOV,34.94,36.81,34.88,5.142,0.0848,-13.1865,9.0002,10.0001,5.7369
18-03,PCAR,47.76,44.11,47.82,-7.4281,0.0725,7.1546,7.0001,12.0001,2.367
18-03,REG,57.97,58.98,64.37,1.5982,0.465,-17.3987,8.9999,18.0,-14.9029
18-03,RSG,67.25,66.23,65.35,-1.325,2.8369,8.4423,10.0,15.0001,3.7613
18-03,SIG,50.28,38.52,57.72,-23.8143,5.0702,-20.931,10.9999,22.0002,-2.3798
18-03,TJX,41.1,40.78,37.25,-1.2648,8.4719,5.392,5.0001,4.0001,9.7206
