Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-01,ALLE,78.65,85.86,84.34,7.5491,0.7959,0.1885,10.0,8.0,-11.837
19-01,APA,25.61,32.82,41.21,22.8088,0.4074,-37.8257,-6.0005,7.9997,-57.05
19-01,EMR,58.8,65.47,70.7,9.3827,5.3792,-14.2632,-1.0001,8.9999,-23.6887
19-01,GPS,25.3,25.44,28.89,-0.7018,2.7944,-24.3688,-1.0002,16.9999,-9.7837
19-01,JWN,45.96,46.41,55.94,-0.0081,2.9265,-1.6252,-3.0001,10.0,-22.2621
19-01,PAYX,64.08,70.8,69.56,8.4684,0.1693,-4.3038,7.0,22.0001,-11.5031
19-01,PPG,101.03,105.44,105.89,3.3778,4.7595,-12.4893,10.0,15.9999,-5.1628
19-01,ROST,81.8,92.12,90.07,10.4333,8.5796,3.676,2.0,15.0001,-15.9195
19-01,STX,37.92,44.28,49.32,14.7837,6.8343,-7.7677,5.9997,16.9996,-18.2084
19-01,TXT,45.27,53.23,63.0,15.0107,0.7652,-18.7312,-5.0003,6.9998,-42.2879
