Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
18-01,AFL,44.18,44.1,41.0,0.8694,0.7097,26.1207,19.0001,25.0002,7.6614
18-01,DTE,93.34,89.91,93.72,-3.4775,0.1845,11.1164,12.0,19.0001,2.1216
18-01,EMR,70.06,72.23,62.07,3.6681,2.5812,25.0045,20.0002,24.0002,10.7519
18-01,ETR,81.71,78.69,80.36,-3.2416,2.9925,10.7799,16.0001,19.0001,6.6796
18-01,EXR,87.75,83.48,80.41,-4.4803,0.0233,13.2185,23.0001,26.0002,9.3002
18-01,FLS,42.45,45.32,42.75,7.5809,3.3309,-12.3205,11.9999,14.9999,-0.0344
18-01,IT,123.24,138.74,122.38,12.0612,0.9623,21.8462,13.0,20.0001,-0.6875
18-01,LEG,47.93,46.51,48.52,-2.5118,1.7648,-2.3527,3.9999,17.0,0.3623
18-01,LNC,77.99,82.8,72.06,7.6158,0.6459,15.9952,19.0001,22.0002,4.8088
18-01,UNM,55.44,53.19,50.38,-2.8916,0.1095,24.9488,17.0002,14.0002,7.3229
