Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-11,AEE,36.28,35.85,34.72,-0.8619,0.9967,10.0365,4.0,19.0001,1.3396
13-11,EBAY,22.28,21.26,22.33,-3.9855,0.4059,9.2209,3.0,8.0,2.6476
13-11,FAST,24.91,23.26,23.88,-6.4325,1.0434,11.4765,6.0,9.0,2.5441
13-11,IBM,171.9,171.78,180.73,0.3286,1.9685,-7.8754,4.9999,3.9999,-7.9633
13-11,JWN,60.52,62.21,58.8,2.9126,1.8685,6.5175,4.0001,6.0001,-0.7884
13-11,MCD,96.52,97.37,97.1,0.9086,3.2162,11.1981,11.9999,21.0,-1.4774
13-11,ORCL,33.7,35.29,32.56,5.2745,2.5382,7.7864,6.0,11.0,3.8126
13-11,RL,166.55,175.23,171.16,5.9642,2.7952,7.7754,0.9999,8.0,-8.6914
13-11,SYY,32.34,33.63,33.31,4.0715,0.0307,4.0875,11.9999,30.0,-6.1292
13-11,TPR,50.88,57.9,54.8,13.4576,3.8517,-9.5807,0.9999,6.0,-4.2166
