Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
15-08,AFL,31.97,29.3,31.07,-8.5231,3.4918,7.2313,22.0001,17.0001,1.9319
15-08,CMCSA,31.38,28.17,29.41,-9.7683,1.1524,16.1579,26.0002,25.0001,8.0831
15-08,CMS,34.34,32.78,34.41,-4.1566,5.0153,18.4238,1.9999,15.0001,1.3647
15-08,ED,63.71,62.91,62.51,-0.8842,4.3173,13.3714,1.9999,15.0,3.5362
15-08,ICE,45.77,45.68,45.69,0.4898,0.0218,18.6524,7.0001,6.0001,1.8866
15-08,KIM,24.7,23.05,25.39,-6.5714,3.7681,10.4111,2.9999,9.0,2.8098
15-08,NVDA,0.5,0.56,0.53,12.6258,4.0816,13.6364,7.0001,8.0001,-10.2077
15-08,SRE,50.98,47.42,53.57,-6.8189,3.0692,2.0863,-2.0001,8.9999,-3.9341
15-08,WEC,49.04,47.65,49.84,-2.5302,4.8195,12.4369,-2.0001,15.0,0.156
15-08,XRX,29.09,26.8,32.43,-7.4239,1.2289,-16.8861,7.9998,14.9998,-3.7156
