Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-04,CLX,70.0,69.66,65.47,-0.526,2.9343,9.2454,17.0001,27.0001,10.8873
11-04,CTAS,7.62,7.76,7.0,2.5921,2.4194,7.6814,12.0001,25.0003,8.661
11-04,DTE,41.8,43.0,39.66,3.219,3.9851,9.7734,17.0001,27.0001,7.915
11-04,GPS,22.74,23.24,20.37,2.7175,2.7702,-1.9472,15.0002,21.0002,3.2406
11-04,MDLZ,31.44,33.59,31.17,6.9248,1.6072,3.7037,12.0,17.0001,-0.3378
11-04,PBI,25.83,24.56,23.19,-4.24,5.5578,5.0716,29.0002,38.0002,6.4222
11-04,PRU,61.78,63.42,57.91,3.1404,3.2876,1.7851,16.0001,17.0002,5.6412
11-04,SRE,26.82,27.55,26.27,3.0087,3.4204,7.2144,9.0,23.0001,2.1237
11-04,WMT,17.42,18.33,17.94,5.5322,0.9878,-6.3681,7.0,24.0001,-3.3089
11-04,XRAY,37.0,37.55,33.6,1.7098,3.9629,6.0493,17.0002,21.0002,8.4481
