Month,Ticker,Open,Close,Profit,qty,Gewinn
18-02,NVDA,5.898953898516142,5.988738059997559,1.5220353138206655,3374.0,302.93176083829945
18-02,ANSS,160.97000122070312,159.94000244140625,-0.6398700201813765,123.0,-126.68984985351562
18-02,AVY,106.47705927849772,105.1861343383789,-1.2123972514514274,186.0,-240.1120388620993
18-02,PVH,151.58016298014041,142.97740173339844,-5.6753872522680195,131.0,-1126.961723323199
18-02,APTV,89.22876955298952,89.92598724365234,0.7813821642455511,223.0,155.47954501780995
18-02,MA,166.18550278365598,169.31637573242188,1.883962738218952,119.0,372.57388090314186
18-02,TDG,250.63465138326305,228.7013702392578,-8.751096874655817,79.0,-1732.7292103764137
18-02,MCO,152.01998121436807,157.3335723876953,3.495324187571356,130.0,690.7668525325412
18-02,IDXX,189.52999877929688,187.22999572753906,-1.213529819327499,105.0,-241.5003204345703
18-02,WAT,214.16000366210938,204.63999938964844,-4.445276480047652,92.0,-875.8403930664062
