Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
23-07,ADM,75.69,84.96,81.28,11.9608,5.0233,-2.6289,-0.0002,11.0,-4.5837
23-07,C,46.08,47.66,47.56,3.6972,0.2359,0.1087,11.0,20.0001,-1.164
23-07,CI,278.95,295.1,285.21,5.3422,1.816,6.4815,-2.0001,11.0,10.2361
23-07,CTVA,57.69,56.43,60.17,-1.2605,0.19,5.8367,9.0,14.0,-4.4005
23-07,DGX,139.94,135.21,142.39,-3.6424,0.2594,5.7001,-0.0001,17.0002,-0.3538
23-07,DOW,53.25,56.47,54.01,5.9918,4.6507,3.1971,13.0001,13.0002,-2.1557
23-07,NRG,37.22,37.99,33.87,1.8162,7.732,-2.0435,14.0002,15.0,9.7633
23-07,RF,17.84,20.37,20.07,13.6642,6.6472,-4.96,0.9998,9.9999,-2.552
23-07,TMUS,138.92,137.77,142.95,-0.7357,3.7145,3.2407,7.0,12.0001,-3.4376
23-07,WMB,32.65,34.45,30.97,5.5311,7.033,4.5498,3.0,14.0002,9.4666
