Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
20-11,AEE,81.99,77.78,78.12,-3.9077,0.2168,4.4016,14.0001,14.0001,1.5758
20-11,AIG,32.25,38.44,30.18,21.4235,1.3746,-40.54,17.0003,16.9998,-0.2143
20-11,AIZ,125.5,129.12,115.31,4.1645,4.2861,-1.3485,12.0002,12.0001,16.0624
20-11,D,80.94,78.49,79.67,-2.141,0.5913,-2.6772,8.0001,8.0,-0.4874
20-11,DTE,106.27,107.07,97.64,2.2515,2.1702,-3.0631,16.0002,6.0,7.2995
20-11,FFIV,132.39,162.81,133.79,20.9929,3.0629,-7.7318,2.0,8.0002,-1.1544
20-11,KHC,31.04,32.94,32.67,7.7602,1.4089,-5.382,12.0,12.0001,-10.8355
20-11,L,36.14,41.91,35.49,20.4674,3.8965,-29.2245,13.0,5.9998,-3.5763
20-11,LKQ,32.49,35.22,29.33,10.4174,2.2339,-5.8841,13.0003,11.0002,14.3147
20-11,TFC,42.76,46.42,38.79,11.3514,0.069,-20.6032,8.0002,10.0,13.2976
