Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
17-10,AJG,61.68,63.33,57.52,2.8724,1.6812,20.9947,10.0001,29.0002,7.4366
17-10,AKAM,49.35,52.25,52.4,7.1685,5.2189,-8.0581,6.9998,16.9997,-0.6118
17-10,AOS,59.66,59.2,54.35,-0.239,1.678,20.3036,13.0002,24.0002,5.572
17-10,EXR,80.22,81.59,77.08,2.1799,0.3277,0.6422,16.0001,20.0,3.0122
17-10,GOOGL,48.78,51.65,46.39,6.06,2.0895,21.1194,16.0001,30.0002,4.9302
17-10,HAS,97.35,92.59,101.66,-4.7601,2.9629,23.1186,6.0,22.0003,-12.403
17-10,IPG,20.89,19.25,23.29,-7.3311,1.7746,-6.9799,11.9999,22.9999,-15.1142
17-10,LEG,47.75,47.26,50.17,-0.8007,4.8977,4.717,14.0,18.0,-8.8292
17-10,MAS,38.99,39.82,36.63,2.2036,4.9576,13.6986,18.0001,19.0002,2.3498
17-10,STX,33.64,36.97,40.1,11.7834,4.5232,-13.9559,25.9997,33.9999,-13.011
