Month,Ticker,Open,Close,Profit,qty,Gewinn
21-09,IPG,33.29866303805273,32.80659103393555,-1.477753036375238,1955.0,-962.0007680490934
21-09,OKE,44.24014455224464,48.85708999633789,10.43609936364686,1471.0,6791.526748261177
21-09,SCHW,69.88595305930919,69.8859634399414,1.4853674829173102e-05,931.0,0.009664368595608153
21-09,GS,380.823221620286,348.4427185058594,-8.502764872545724,170.0,-5504.685529452528
21-09,MS,93.89508242340032,87.40129089355469,-6.916008125498241,693.0,-4500.197530183027
21-09,PWR,101.58851875055575,113.1865234375,11.416649075691737,640.0,7422.72299964432
21-09,URI,344.9839720041334,343.56439208984375,-0.4114915559823926,188.0,-266.881023886458
21-09,RHI,96.28101005562473,93.42237091064453,-2.9690581178247624,676.0,-1932.4400620066167
21-09,LNC,58.09929428148464,57.972808837890625,-0.21770564540974585,1120.0,-141.66369682529535
21-09,TECH,123.5317775035178,119.7195816040039,-3.0860042464825184,526.0,-2005.215043144309
