Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
14-04,AES,14.33,14.45,14.01,1.2618,3.0238,13.6038,12.0001,15.0002,-1.0491
14-04,DE,90.98,93.34,85.64,2.804,1.7253,5.606,9.0001,15.0001,-0.3179
14-04,GIS,51.65,53.02,49.54,2.3686,1.4697,5.0902,17.0001,24.0001,4.0356
14-04,HRL,24.66,23.84,22.25,-3.2501,3.3827,19.2643,16.0002,26.0003,9.1209
14-04,JBL,18.02,17.26,19.84,-3.9253,2.2009,-2.5974,-4.0001,11.9999,4.1713
14-04,LEG,32.6,32.86,30.31,0.9241,1.8153,-3.3748,11.0001,18.0001,5.7303
14-04,MDLZ,34.73,35.65,33.32,3.2026,2.0217,12.8347,7.0001,15.0002,-1.8579
14-04,PVH,126.17,125.57,125.27,0.7521,5.0384,16.8149,10.0001,12.0,-7.9174
14-04,VRSN,54.08,47.18,54.85,-13.071,2.2167,14.047,23.0001,38.0002,-9.6049
14-04,WU,16.41,15.87,17.16,-2.7202,3.5185,8.7766,10.9999,28.0,-4.661
