Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-03,AJG,120.21,124.77,112.11,4.2825,3.1023,22.8844,15.0001,24.0003,4.2297
21-03,ALLE,109.75,125.62,107.29,14.7015,3.1299,-5.4005,5.0001,14.0001,-3.9793
21-03,BAC,35.52,38.69,27.81,11.1988,4.6797,21.7895,6.0003,19.0004,21.9069
21-03,EXR,126.82,132.55,111.79,5.5582,4.6142,25.2491,11.0002,18.0003,11.6211
21-03,GD,165.0,181.56,149.4,10.7107,2.3464,2.3671,17.0001,20.0001,9.5154
21-03,IPG,26.52,29.2,21.05,11.519,7.9807,22.2846,13.0004,19.0005,17.0599
21-03,LEG,43.78,45.65,42.38,6.234,5.2569,9.1024,15.0001,20.0004,1.3898
21-03,MAS,53.8,59.9,55.89,12.0493,0.9824,28.7996,8.9999,24.0002,-0.0493
21-03,NRG,41.98,37.73,34.79,6.1851,6.4908,9.9368,16.0001,16.0001,12.5108
21-03,TRV,147.0,150.4,127.64,3.6586,1.8282,21.4423,17.0002,18.0003,12.1694
