Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-09,BA,66.96,60.51,71.82,-9.4029,8.6885,9.3735,14.9999,24.0001,-13.5102
11-09,CMCSA,10.75,10.46,12.05,-2.2788,7.7767,25.848,-2.0002,9.0001,-14.578
11-09,EFX,32.26,30.74,35.48,-4.5624,5.853,9.7048,6.9999,10.0,-14.2026
11-09,EW,12.59,11.88,13.93,-5.0003,5.4329,30.9375,1.9999,12.0002,-14.4887
11-09,FLS,31.48,24.67,38.38,-23.1343,6.239,5.5723,0.9998,9.9999,-22.0285
11-09,GILD,19.92,19.4,20.14,-2.3161,1.332,25.33,3.0,12.0001,-3.2593
11-09,PRU,50.17,46.86,60.4,-5.4011,3.123,-0.7708,3.9998,21.0,-20.6734
11-09,ROST,19.19,19.67,18.58,2.984,1.5209,54.2305,1.0001,8.0002,-5.8441
11-09,WU,16.56,15.29,20.02,-7.2145,0.1211,5.3571,-0.0003,22.0,-20.3238
11-09,XRAY,35.57,30.69,36.82,-12.9441,5.729,26.7099,12.0,25.0002,-9.4156
